NatDex;Pokemon;HP;Atk;Def;SpA;SpD;Spe;Total;Type I;Type II;Ability I;Ability II;Hidden Ability;EV Worth;Gender;Egg Group I;Egg Group II;Catch;Evolve;Unnamed: 20;Is_Mega;Has_Evolution;Is_Dual_Type;Type_I_encoded;Type_II_encoded;Type_Bug;Type_Dark;Type_Dragon;Type_Electric;Type_Fairy;Type_Fighting;Type_Fire;Type_Flying;Type_Ghost;Type_Grass;Type_Ground;Type_Ice;Type_Normal;Type_Poison;Type_Psychic;Type_Rock;Type_Steel;Type_Water;vs_Normal;vs_Fire;vs_Water;vs_Electric;vs_Grass;vs_Ice;vs_Fighting;vs_Poison;vs_Ground;vs_Flying;vs_Psychic;vs_Bug;vs_Rock;vs_Ghost;vs_Dragon;vs_Dark;vs_Steel;vs_Fairy;n_weaknesses;n_resistances;n_immunities;n_x4_weaknesses;defensive_score_type;Bulk;Offensive_Score;Defensive_Score;Physical_Bias;Speed_Class;Catch_numeric;Catch_Difficulty
570.0;Zorua-Hisuian;35;60;40;85;40;70;330.0;Normal;Ghost;Illusion;;;1 SpA;M (87.5%);;;;;;False;0;1;12;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1;3;2;0;6;115;72.5;38.333.333.333.333.300;-25;Average;;128.0
571.0;Zoroark;60;105;60;120;60;105;510.0;Dark;;Illusion;;;2 SpA;M (87.5%);Field;;45;Lv. 30;;False;1;0;1;12;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;2.0;1.0;0.5;1.0;0.5;2;3;0;0;1;180;112.5;60.0;-15;Fast;45.0;210.0
571.0;Zoroark-Hisuian;55;100;60;125;60;110;510.0;Normal;Ghost;Illusion;;;2 SpA;M (87.5%);;;;Level 30;;False;1;1;12;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;1.0;0.0;1.0;0.5;1.0;1.0;1;3;2;0;6;175;112.5;58.333.333.333.333.300;-25;Fast;;128.0
572.0;Minccino;55;50;40;40;40;75;300.0;Normal;;Cute Charm;Technician;Skill Link;1 Spe;F (75%);Field;;255;;;False;0;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;135;45.0;45.0;10;Average;255.0;0.0
573.0;Ciccino;75;95;60;65;60;115;470.0;Normal;;Cute Charm;Technician;Skill Link;2 Spe;F (75%);Field;;60;Shiny Stone;;False;1;0;12;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;1.0;0;1;1;0;3;195;80.0;65.0;30;Fast;60.0;195.0
574.0;Gothita;45;30;50;55;65;45;290.0;Psychic;;Frisk;Competitive;Shadow Tag;1 SpD;F (75%);Human-Like;;200;;;False;0;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;160;42.5;53.333.333.333.333.300;-25;Very Slow;200.0;55.0
575.0;Gothorita;60;45;70;75;85;55;390.0;Psychic;;Frisk;Competitive;Shadow Tag;2 SpD;F (75%);Human-Like;;100;Lv. 32;;False;1;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;215;60.0;7.166.666.666.666.660;-30;Slow;100.0;155.0
576.0;Gothitelle;70;55;95;95;110;65;490.0;Psychic;;Frisk;Competitive;Shadow Tag;3 SpD;F (75%);Human-Like;;50;Lv. 41;;False;1;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;275;75.0;9.166.666.666.666.660;-40;Slow;50.0;205.0
577.0;Solosis;45;30;40;105;50;20;290.0;Psychic;;Overcoat;Magic Guard;Regenerator;1 SpA;Neutral;Amorphous;;200;;;False;0;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;135;67.5;45.0;-75;Very Slow;200.0;55.0
578.0;Duosion;65;40;50;125;60;30;370.0;Psychic;;Overcoat;Magic Guard;Regenerator;2 SpA;Neutral;Amorphous;;100;Lv. 32;;False;1;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;175;82.5;58.333.333.333.333.300;-85;Very Slow;100.0;155.0
579.0;Reuniclus;110;65;75;125;85;30;490.0;Psychic;;Overcoat;Magic Guard;Regenerator;3 SpA;Neutral;Amorphous;;50;Lv. 41;;False;1;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;270;95.0;90.0;-60;Very Slow;50.0;205.0
580.0;Ducklett;62;44;50;44;50;55;305.0;Water;Flying;Keen Eye;Big Pecks;Hydration;1 HP;Neutral;Water 1;Flying;190;;;False;0;1;17;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;0.5;1.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;4;3;0;0;-1;162;44.0;54.0;0;Slow;190.0;65.0
581.0;Swanna;75;87;63;87;63;98;473.0;Water;Flying;Keen Eye;Big Pecks;Hydration;2 Spe;Neutral;Water 1;Flying;45;Lv. 35;;False;1;1;17;7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;0.5;1.0;1.0;2.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;4;3;0;0;-1;201;87.0;67.0;0;Average;45.0;210.0
582.0;Vanillite;36;50;50;65;60;44;305.0;Ice;;Ice Body;;Weak Armor;1 SpA;Neutral;Mineral;;255;;;False;0;0;11;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;4;4;0;0;0;146;57.5;48.666.666.666.666.600;-15;Very Slow;255.0;0.0
583.0;Vanillish;51;65;65;80;75;59;395.0;Ice;;Ice Body;;Weak Armor;2 SpA;Neutral;Mineral;;120;Lv. 35;;False;1;0;11;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;4;4;0;0;0;191;72.5;63.666.666.666.666.600;-15;Slow;120.0;135.0
584.0;Vanilluxe;71;95;85;110;95;79;535.0;Ice;;Ice Body;;Weak Armor;3 SpA;Neutral;Mineral;;45;Lv. 47;;False;1;0;11;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;4;4;0;0;0;251;102.5;8.366.666.666.666.660;-15;Average;45.0;210.0
585.0;Deerling;60;60;50;40;50;75;335.0;Normal;Grass;Chlorophyll;Sap Sipper;Serene Grace;1 Spe;Neutral;Field;;190;;;False;0;1;12;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;0.5;2.0;0.0;0.5;1.0;0.5;1.0;3;8;1;0;7;160;50.0;53.333.333.333.333.300;20;Average;190.0;65.0
586.0;Sawsbuck;80;100;70;60;70;95;475.0;Normal;Grass;Chlorophyll;Sap Sipper;Serene Grace;2 Atk;Neutral;Field;;75;Lv. 34;;False;1;1;12;9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;1.0;0.5;1.0;1.0;0.5;2.0;0.5;1.0;0.5;2.0;0.0;0.5;1.0;0.5;1.0;3;8;1;0;7;220;80.0;7.333.333.333.333.330;40;Average;75.0;180.0
587.0;Emolga;55;75;60;75;60;103;428.0;Electric;Flying;Static;;Motor Drive;2 Spe;Neutral;Field;;200;;;False;0;1;3;7;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.25;1.0;1.0;2.0;1.0;0.0;2.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;4;4;1;0;2;175;75.0;58.333.333.333.333.300;0;Fast;200.0;55.0
588.0;Karrablast;50;75;45;40;45;60;315.0;Bug;;Swarm;Shed Skin;No Guard;1 Atk;Neutral;Bug;;200;;;False;0;0;0;12;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;0.5;1.0;0.5;2.0;1.0;1.0;0.5;1.0;2.0;0.5;0.5;3;7;0;0;4;140;57.5;46.666.666.666.666.600;35;Slow;200.0;55.0
589.0;Escavalier;70;135;105;60;105;20;495.0;Bug;Steel;Swarm;Shell Armor;Overcoat;2 Atk;Neutral;Bug;;75;Trade w/ Shelmet;;False;1;1;0;17;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.25;0.5;0.5;2.0;2.0;0.5;0.5;1.0;0.25;1.0;0.5;2.0;0.5;0.5;2.0;0.25;1.0;4;10;0;0;6;280;97.5;9.333.333.333.333.330;75;Very Slow;75.0;180.0
590.0;Foongus;69;55;45;55;55;15;294.0;Grass;Poison;Effect Spore;;Regenerator;1 HP;Neutral;Grass;;190;;;False;0;1;9;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;0.5;2.0;0.5;0.5;1.0;0.0;2.0;3;7;1;0;6;169;55.0;56.333.333.333.333.300;0;Very Slow;190.0;65.0
591.0;Amoonguss;114;85;70;85;80;30;464.0;Grass;Poison;Effect Spore;;Regenerator;2 HP;Neutral;Grass;;75;Lv. 39;;False;1;1;9;14;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;1.0;1.0;1.0;1.0;0.25;1.0;0.5;1.0;0.5;2.0;0.5;0.5;1.0;0.0;2.0;3;7;1;0;6;264;85.0;88.0;0;Very Slow;75.0;180.0
592.0;Frillish;55;40;50;65;85;40;335.0;Water;Ghost;Water Absorb;Cursed Body;Damp;1 SpD;Neutral;Amorphous;;190;;;False;0;1;17;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;5;5;1;0;2;190;52.5;63.333.333.333.333.300;-25;Very Slow;190.0;65.0
593.0;Jellicent;100;60;70;85;105;60;480.0;Water;Ghost;Water Absorb;Cursed Body;Damp;2 SpD;Neutral;Amorphous;;60;Lv. 40;;False;1;1;17;8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;0.5;0.5;1.0;1.0;5;5;1;0;2;275;72.5;9.166.666.666.666.660;-25;Slow;60.0;195.0
594.0;Alomomola;165;75;80;40;45;65;470.0;Water;;Healer;Hydration;Regenerator;2 HP;Neutral;Water 1;Water 2;75;N;;False;0;0;17;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;1.0;0.5;1.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;1.0;1.0;3;3;0;0;0;290;57.5;9.666.666.666.666.660;35;Slow;75.0;180.0
595.0;Joltik;50;47;50;57;50;65;319.0;Bug;Electric;Compoundeyes;Unnerve;Swarm;1 Spe;Neutral;Bug;;190;;;False;0;1;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;0.5;1.0;1.0;0.5;0.5;0.0;1.0;2.0;1.0;1.0;0.5;0.5;2.0;0.5;0.5;3;9;1;0;8;150;52.0;50.0;-10;Slow;190.0;65.0
596.0;Galvantula;70;77;60;97;60;108;472.0;Bug;Electric;Compoundeyes;Unnerve;Swarm;2 Spe;Neutral;Bug;;75;Lv. 36;;False;1;1;0;3;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;2.0;0.5;1.0;1.0;0.5;0.5;0.0;1.0;2.0;1.0;1.0;0.5;0.5;2.0;0.5;0.5;3;9;1;0;8;190;87.0;63.333.333.333.333.300;-20;Fast;75.0;180.0
597.0;Ferroseed;44;50;91;24;86;10;305.0;Grass;Steel;Iron Barbs;;;1 Def;Neutral;Grass;Mineral;255;;;False;0;1;9;17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.5;0.5;2.0;1.0;0.5;2.0;0.25;0.5;0.25;4.0;1.0;0.25;1.0;0.25;2.0;4;9;0;1;5;221;37.0;7.366.666.666.666.660;26;Very Slow;255.0;0.0
598.0;Ferrothorn;74;94;131;54;116;20;489.0;Grass;Steel;Iron Barbs;;Anticipation;2 Def;Neutral;Grass;Mineral;90;Lv. 40;;False;1;1;9;17;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.25;1.0;0.5;0.5;2.0;1.0;0.5;2.0;0.25;0.5;0.25;4.0;1.0;0.25;1.0;0.25;2.0;4;9;0;1;5;321;74.0;107.0;40;Very Slow;90.0;165.0
599.0;Klink;40;55;70;45;60;30;300.0;Steel;;Plus;Minus;Clear Body;1 Def;;Mineral;;130;;;False;0;0;16;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.5;0.5;0.5;1.0;2.0;1.0;1.0;1.0;0.5;0.5;0.5;2.0;1.0;0.5;1.0;0.5;2.0;3;8;0;0;5;170;50.0;56.666.666.666.666.600;10;Very Slow;130.0;125.0
600.0;Klang;60;80;95;70;85;50;440.0;Steel;;Plus;Minus;Clear Body;2 Def;;Mineral;;60;Lv. 38;;False;1;0;16;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.5;0.5;0.5;1.0;2.0;1.0;1.0;1.0;0.5;0.5;0.5;2.0;1.0;0.5;1.0;0.5;2.0;3;8;0;0;5;240;75.0;80.0;10;Slow;60.0;195.0
601.0;Klinklang;60;100;115;70;85;90;520.0;Steel;;Plus;Minus;Clear Body;3 Def;;Mineral;;30;Lv. 49;;False;1;0;16;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.5;0.5;0.5;1.0;2.0;1.0;1.0;1.0;0.5;0.5;0.5;2.0;1.0;0.5;1.0;0.5;2.0;3;8;0;0;5;260;85.0;8.666.666.666.666.660;30;Average;30.0;225.0
602.0;Tynamo;35;55;40;45;40;60;275.0;Electric;;Levitate;;;1 Spe;Neutral;Amorphous;;190;;;False;0;0;3;12;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;0.5;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2;4;1;0;4;115;50.0;38.333.333.333.333.300;10;Slow;190.0;65.0
603.0;Eelektrik;65;85;70;75;70;40;405.0;Electric;;Levitate;;;2 Atk;Neutral;Amorphous;;60;Lv. 39;;False;1;0;3;12;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;0.5;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2;4;1;0;4;205;80.0;6.833.333.333.333.330;10;Very Slow;60.0;195.0
604.0;Eelektross;85;115;80;105;80;50;515.0;Electric;;Levitate;;;3 Atk;Neutral;Amorphous;;30;Thunderstone;;False;1;0;3;12;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;0.5;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2;4;1;0;4;245;110.0;8.166.666.666.666.660;10;Slow;30.0;225.0
604.0;Mega Eelektross;85;145;80;135;90;80;615.0;Electric;;;;;;;;;;;;True;0;0;3;12;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;0.5;0.5;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.5;1.0;1.0;1.0;2;4;1;0;4;255;140.0;85.0;10;Average;;128.0
605.0;Elgyem;55;55;55;85;55;30;335.0;Psychic;;Telepathy;Synchronize;Analytic;1 SpA;Neutral;Human-Like;;255;;;False;0;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;165;70.0;55.0;-30;Very Slow;255.0;0.0
606.0;Beheeyem;75;75;75;125;95;40;485.0;Psychic;;Telepathy;Synchronize;Analytic;2 SpA;Neutral;Human-Like;;90;Lv. 42;;False;1;0;14;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;2.0;1.0;1.0;0.5;1.0;1.0;1.0;1.0;0.0;0.5;1.0;2;3;1;0;3;245;100.0;8.166.666.666.666.660;-50;Very Slow;90.0;165.0
607.0;Litwick;50;30;55;65;55;20;275.0;Ghost;Fire;Flash Fire;Flame Body;Infiltrator;1 SpA;Neutral;Amorphous;;190;;;False;0;1;8;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;2.0;0.5;0.5;2.0;1.0;6;6;1;0;2;160;47.5;53.333.333.333.333.300;-35;Very Slow;190.0;65.0
608.0;Lampent;60;40;60;95;60;55;370.0;Ghost;Fire;Flash Fire;Flame Body;Infiltrator;2 SpA;Neutral;Amorphous;;90;Lv. 41;;False;1;1;8;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;2.0;0.5;0.5;2.0;1.0;6;6;1;0;2;180;67.5;60.0;-55;Slow;90.0;165.0
609.0;Chandelure;60;55;90;145;90;80;520.0;Ghost;Fire;Flash Fire;Flame Body;Infiltrator;3 SpA;Neutral;Amorphous;;45;Dusk Stone;;False;1;1;8;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;2.0;0.5;0.5;2.0;1.0;6;6;1;0;2;240;100.0;80.0;-90;Average;45.0;210.0
609.0;Mega Chandelure;60;75;110;175;110;90;620.0;Ghost;Fire;Infiltrator;;;;;;;;;;True;0;1;8;6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5;0.5;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;2.0;0.5;2.0;0.5;0.5;2.0;1.0;6;6;1;0;2;280;125.0;9.333.333.333.333.330;-100;Average;;128.0
610.0;Axew;46;87;60;30;40;57;320.0;Dragon;;Rivalry;Mold Breaker;Unnerve;1 Atk;Neutral;Monster;Dragon;75;;;False;0;0;2;12;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;0.0;1;2;1;0;3;146;58.5;48.666.666.666.666.600;57;Slow;75.0;180.0
611.0;Fraxure;66;117;70;40;50;67;410.0;Dragon;;Rivalry;Mold Breaker;Unnerve;2 Atk;Neutral;Monster;Dragon;60;Lv. 38;;False;1;0;2;12;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;0.0;1;2;1;0;3;186;78.5;62.0;77;Slow;60.0;195.0
612.0;Haxorus;76;147;90;60;70;97;540.0;Dragon;;Rivalry;Mold Breaker;Unnerve;3 Atk;Neutral;Monster;Dragon;45;Lv. 48;;False;1;0;2;12;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;0.0;1;2;1;0;3;236;103.5;7.866.666.666.666.660;87;Average;45.0;210.0
613.0;Cubchoo;55;70;40;60;40;40;305.0;Ice;;Snow Cloak;Slush Rush;Rattled;1 Atk;Neutral;Field;;120;;;False;0;0;11;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;4;4;0;0;0;135;65.0;45.0;10;Very Slow;120.0;135.0
614.0;Beartic;95;130;80;70;80;50;505.0;Ice;;Snow Cloak;Slush Rush;Swift Swim;2 Atk;Neutral;Field;;60;Lv. 37;;False;1;0;11;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;4;4;0;0;0;255;100.0;85.0;60;Slow;60.0;195.0
615.0;Cryogonal;80;50;50;95;135;105;515.0;Ice;;Levitate;;;2 SpD;;Mineral;;25;N;;False;0;0;11;12;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;0.5;1.0;2.0;0.5;1.0;1.0;2.0;2.0;1.0;1.0;1.0;1.0;2.0;1.0;0.5;1.0;4;4;0;0;0;265;72.5;8.833.333.333.333.330;-45;Fast;25.0;230.0
616.0;Shelmet;50;40;85;40;65;25;305.0;Bug;;Hydration;Shell Armor;Overcoat;1 Def;Neutral;Bug;;200;;;False;0;0;0;12;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.5;1.0;1.0;2.0;1.0;0.5;0.5;1.0;0.5;2.0;1.0;1.0;0.5;1.0;2.0;0.5;0.5;3;7;0;0;4;200;40.0;6.666.666.666.666.660;0;Very Slow;200.0;55.0
